Article,Vedette,Type vedette,Candidat,INSEE,Définition,Commentaire
DT10-02263,"la Lousotte,",ruisseau,"
Vendeuvre
",10401,"
ruisseau, affluent de la rive gauche de la Barse ; mieux une des sources de cette rivière à 
Vendeuvre
.",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Barberey,10030,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Bernières,non,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Jessains,10178,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Le Mériot,10231,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Romilly,10323,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02294,"Passages à niveau du chemin de fer de Paris à Belfort, à Mulhouse",,Vendeuvre,10401,"- Le Mériot (nos 1 et 2), Nogent-sur-Seine (nos 1, 2, 3), Bernières, Pont-sur-Seine, Crancey, Saint-Hilaire (nos 1 et 2), Romilly (nos 1 et 2), Maizieres (nos 1, 2, 3, 4), Saint-Mesmin, Savieres (nos 1, 2, 3), Payns, Saint-Lye, Barberey, Troyes (nos 1, 2, 3), Saint-Julien (nos 1, 2, 3), Breviandes, Rouilly-Saint-Loup (nos 1, 2, 3), Montaulin, Courteranges, Lusigny (n° 1, 2, 3, 4), Montieramey, Champ-sur-Barse, Vendeuvre (nos 1 et 2), Magny-Fouchard, Jessains, Jaucourt, Montier-en-l'Ile, Ailleville, Bar-sur-Aube (nos 1, 2, 3, 4), Fontaine, Bayel (nos 1, 2, 3, 4, 5), Ville-sous-la-Ferte, Longchamp (nos 1 et 2).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Arcis,10006,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Bucey,10066,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Fontvanne,10156,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Herbisse,10172,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,la Chapelle-Saint-Luc,10081,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Neuville,10263,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02296,Passages à niveau du chemin de fer d'Orléans à Châlons-sur-Marne.,,Villiers-Herbisse,10172,"- Vulaines (nos 1, 2, 3, 4, 5), Saint-Benoit-sur-Vanne (nos 1, 2, 3, 4, 5, 6, 7), Paisy-Cosdon (nos 1, 2), Villemaur (nos 1, 2, 3, 4, 5, 6, 7), Neuville (nos 1, 2), Estissac (nos 1, 2, 3, 4, 5), Bucey (n° 1), Fontvanne (nos 1, 2, 3, 4), Messon (nos 1, 2, 3, 4), Torvilliers (nos 1, 2, 3, 4, 5), Sainte-Savine (nos 1, 2, 3), Troyes (n° 1), la Chapelle-Saint-Luc (nos 1, 2, 3, 4), Lavau (n° 1), Pont-Sainte-Marie (nos 1, 2, 3, 4), Creney (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Assencieres (nos 1, 2), Luyeres (nos 1, 2, 3, 4, 5), Fontaine-Luyeres (n° 1), Charmont (nos 1, 2, 3, 4, 5, 6, 7, 8, 9), Montsuzain (nos 1, 2, 3, 4), Voue (nos 1, 2, 3, 4), Saint-Etienne-sous-Barbuise (nos 1, 2, 3), Saint-Remy-sous-Barbuise (nos 1, 2, 3), Nozay (nos 1, 2), Villette (nos 1, 2, 3, 4), Arcis (nos 1, 2), Ormes (nos 1, 2, 3, 4, 5), Allibaudieres (nos 1, 2, 3, 4, 5), Herbisse (nos 1, 2, 3), Villiers-Herbisse (nos 1, 2, 3, 4, 5), Mailly (nos 1, 2, 3, 4, 5).",
DT10-02303,"le Grand-Pavillon,",,2,non,"
2e canton de Troyes.",Problème
DT10-02306,"Pavillon Saint-Charles (Le),",maison forestière,forêt d'Orient,non,"
maison forestière et rendez-vous de chasse, dans la forêt d'Orient, territoire de Piney ; construite vers 1840.",
DT10-02307,"Payns,",,2,non,"
2e canton de Troyes.",Problème
DT10-02321,"Perrecin,",village détruit,entre Bar-sur-Aube et Clairvaux,10033/,"
village détruit, entre Bar-sur-Aube et Clairvaux, sur l'Aube.",
DT10-02324,"Perrosel,",ruisseau,"
Mesnil-Aubert
",non,"
ruisseau, affluent de l'Aube au-dessous du 
Mesnil-Aubert
.",
DT10-02328,"Perthe-Edmond,",gagnage,entre Montmorency et la Brau,10253/,"
gagnage 
entre Montmorency et la Brau ; aujourd'hui détruit.",
DT10-02335,"Petite-Ourse (Étang de la),",forêt,"
Orient
",non,"dans la forêt d'
Orient
.",
DT10-02338,"Petit couvent de Ricey,",maison avec chapelle,"
Ricey-Haut
",10317,"
maison avec chapelle, celliers, dépendant de l'abbaye de Molême, fondée vers 1245 dans l'île Saint-Louis, à l'entrée de 
Ricey-Haut
 (Lalore, Riciacus).",
DT10-02353,"Pierre (La),",ruisseau,Couvignon à Spoy,10113/10374,"
ruisseau, affluent de la rive droite du Landion ; coule de Couvignon à Spoy.",
DT10-02358,"Pierre-au-Coq (La),",menhir,finages de Trancault et de Soligny-les-Étangs,10383/10370,"
menhir, servant de borne entre les finages de Trancault et de Soligny-les-Étangs.",
DT10-02364,"Pierre-Couvetre (La),",dolmen,hameau de Bellevillotte,non,"
dolmen, au hameau de Bellevillotte ; aujourd'hui détruit.",
DT10-02365,"Pierre-Couverte (La),",dolmen,hameau de Lanneray,non,"
dolmen, au hameau de Lanneray ; aujourd'hui détruit.",
DT10-02392,"Planche-Quénat (La),",pont,territoires de la Chapelle-Saint-Luc et de Sainte-Maure,10081/10352,"
pont situé sur le territoires de la Chapelle-Saint-Luc et de Sainte-Maure, sur l'ancien chemin de Troyes à Méry par la prairie.",
DT10-02415,"Pointe (La Grande-),",,Seine à Troyes,/10387,origine de la deuxième dérivation principale de la Seine à Troyes.,
DT10-02416,"Pointe (La Petite-),",,Seine à Troyes,/10387,3e dérivation de la Seine à Troyes.,
DT10-02417,"Pointe-à-l'Ange (La),",partie,"
Saint-Martin-ès-Vignes
",10387,"
partie de 
Saint-Martin-ès-Vignes
.",
DT10-02437,"Pont d'Aube,",,entre Bar et Proverville,10033/10306,"sur l'Aube, entre Bar et Proverville, sur l'ancienne route de Vendeuvre à Bar, avec chapelle du 
xv
e siècle.",
DT10-02439,"Pont de la Salle (Le),",,S.-O. de l'Hôtel-Dieu de Troyes,10387,"sur le ru Cordé, au S.-O. de l'Hôtel-Dieu de Troyes ; détruit et remplacé aujourd'hui par un pont tournant.",
DT10-02449,"Pont-Sainte-Marie,",,1,non,"
1er canton de Troyes.",Problème
DT10-02474,"Poussey (Canal de),",dérivation,territoires de Méry et de Poussey,10233/10220,"
dérivation de la Seine, créée de main d'homme au territoires de Méry et de Poussey, 
xviii
e siècle 
(arch. départ. S. 186).",
DT10-02492,"Presbytère (Le),",dépendance,hameau de la Chapelle-Godefroy,10334,"
dépendance du hameau de la Chapelle-Godefroy qui était paroisse au 
xviii
e siècle.",
DT10-02506,"Profonde-Fosse (Bois de),",canton,forêt d'Orient,non,"
canton de la forêt d'Orient, territoire de Vendeuvre.",
DT10-02519,"Puiseaux,",hameau,Eaux-et-Puiseaux,10133,"
hameau, commune d’Auxon ; réuni à Eaux et formant une commune depuis 1846, avec les Bordes, le Chêne-Millot et le Four, sous le nom d'Eaux-et-Puiseaux.",
DT10-02520,"Puiseaux (Les),",fontaine formant un ruisseau,rive gauche du Longsols,non,"
fontaine formant un ruisseau qui afflue à la rive gauche du Longsols.",
DT10-02535,"Queudes,",fief,"paroisse de Sainte-Maure
",10352,"
fief, paroisse de Sainte-Maure
.",
DT10-02554,"Randon (Le),",ancienne voie romaine,territoires de Beurey et de Longpré de ceux de Buxières et d'Éguilly,10045/10205/10069/10136,"
ancienne voie romaine de Vertault ou de Troyes à Langres, dans une partie, et tertre ou fin séparant les territoires de Beurey et de Longpré de ceux de Buxières et d'Éguilly.",
DT10-02554,"Randon (Le),",ancienne voie romaine,Vertault ou de Troyes à Langres,/10387/52269,"
ancienne voie romaine de Vertault ou de Troyes à Langres, dans une partie, et tertre ou fin séparant les territoires de Beurey et de Longpré de ceux de Buxières et d'Éguilly.",
DT10-02567,"Reclaie (Ruisseau de la),",affluent,bois de Dienville,10123,"
affluent de l'Amance ; prend sa source près de la Reclaie, passe près de la Garotte, traverse les bois de Dienville et se jette dans l'Amance à la sortie des bois.",
DT10-02570,"Regain (Le),",ruisseau,"amont d'Urville
",10390,"
ruisseau qui prend sa source en amont d'Urville
, passe à Urville, traverse l'étang de la Grange-des-Prés et se jette dans le Landion, par la rive droite, au moulin de Rome.",
DT10-02570,"Regain (Le),",ruisseau,étang de la Grange-des-Prés,non,"
ruisseau qui prend sa source en amont d'Urville
, passe à Urville, traverse l'étang de la Grange-des-Prés et se jette dans le Landion, par la rive droite, au moulin de Rome.",
DT10-02570,"Regain (Le),",ruisseau,moulin de Rome,non,"
ruisseau qui prend sa source en amont d'Urville
, passe à Urville, traverse l'étang de la Grange-des-Prés et se jette dans le Landion, par la rive droite, au moulin de Rome.",
DT10-02587,"Resson (Le),",ruisseau,Saulsotte à Nogent-sur-Seine,10367/10268,"
ruisseau, affluent de la rive droite de la Seine ; coule de la Saulsotte à Nogent-sur-Seine.",
DT10-02607,"Rivière-de-Corps (La),",,2,non,"
2e canton de Troyes.",Problème
DT10-02608,"Rivière du Moulin (La),",canal,Méry,10233,"
canal dérivé de la Seine à un kilomètre N.-E. de Vallant-Saint-Georges ; il traverse Mery-sur-Seine, se divise ensuite en deux branches, dont l'une se réunit à la Seine à Méry même et dont l'autre, qui traverse la prairie de Châtres, se jette dans le cours principal de la Seine à Mézières-la-Grande-Paroisse.",
DT10-02608,"Rivière du Moulin (La),",canal,Mézières-la-Grande-Paroisse,10220,"
canal dérivé de la Seine à un kilomètre N.-E. de Vallant-Saint-Georges ; il traverse Mery-sur-Seine, se divise ensuite en deux branches, dont l'une se réunit à la Seine à Méry même et dont l'autre, qui traverse la prairie de Châtres, se jette dans le cours principal de la Seine à Mézières-la-Grande-Paroisse.",
DT10-02608,"Rivière du Moulin (La),",canal,N.-E. de Vallant-Saint-Georges,10392,"
canal dérivé de la Seine à un kilomètre N.-E. de Vallant-Saint-Georges ; il traverse Mery-sur-Seine, se divise ensuite en deux branches, dont l'une se réunit à la Seine à Méry même et dont l'autre, qui traverse la prairie de Châtres, se jette dans le cours principal de la Seine à Mézières-la-Grande-Paroisse.",
DT10-02608,"Rivière du Moulin (La),",canal,prairie de Châtres,10089,"
canal dérivé de la Seine à un kilomètre N.-E. de Vallant-Saint-Georges ; il traverse Mery-sur-Seine, se divise ensuite en deux branches, dont l'une se réunit à la Seine à Méry même et dont l'autre, qui traverse la prairie de Châtres, se jette dans le cours principal de la Seine à Mézières-la-Grande-Paroisse.",
DT10-02648,"Rosières,",,3,non,"
3e canton de Troyes, avec château.",Problème
DT10-02664,"Roussillon,",village,entre Mussy-sur-Seine et Vitry-le-Croisé,10261/10438,"
village 
entre Mussy-sur-Seine et Vitry-le-Croisé, sur l'ancienne voie romaine conduisant à Vertilium ; aujourd'hui disparu (Coutant, Hist. de Bar-sur-Seine, p. 59 ; Lapérouse, Hist. de Châtillon).",
DT10-02676,"Ru de la Mandrille (Le),",ruisseau,nord de Chessy,10099,"
ruisseau qui prend sa source au sud de Coussegrey
, passe à Bernon, à Survanne et au nord de Chessy et se jette dans l'Armance.",
DT10-02676,"Ru de la Mandrille (Le),",ruisseau,"sud de Coussegrey
",10112,"
ruisseau qui prend sa source au sud de Coussegrey
, passe à Bernon, à Survanne et au nord de Chessy et se jette dans l'Armance.",
DT10-02676,"Ru de la Mandrille (Le),",ruisseau,Survanne,10099,"
ruisseau qui prend sa source au sud de Coussegrey
, passe à Bernon, à Survanne et au nord de Chessy et se jette dans l'Armance.",
DT10-02695,"Ruffé (Le),",ruisseau,Longeville à Villy-le-Bois,10204/10434,"
ruisseau, affluent de la rive gauche de la Séronne ; de Longeville à Villy-le-Bois.",
DT10-02697,"Ruisseau des Étangs-de-Saulcy (Le),",affluent,en amont et en aval de Saulcy,non,"
affluent du Ceffondez ; c'est l'écoulement de deux étangs en amont et en aval de Saulcy, près de Thors, et il se jette dans le Ceffondez près de Thil.",
DT10-02700,"Rupt (Le),",ruisseau,Belley,10412,"
ruisseau qui s'écoule des étangs et de la fontaine de Saint-Léon, arrose Thennelieres, la ferme de l'Étang-Mercier, Belley, traverse le marais d'Argentole et se jette dans la Seine, par la rive droite, au Labourat.",
DT10-02700,"Rupt (Le),",ruisseau,étangs et de la fontaine de Saint-Léon,non,"
ruisseau qui s'écoule des étangs et de la fontaine de Saint-Léon, arrose Thennelieres, la ferme de l'Étang-Mercier, Belley, traverse le marais d'Argentole et se jette dans la Seine, par la rive droite, au Labourat.",
DT10-02700,"Rupt (Le),",ruisseau,ferme de l'Étang-Mercier,non,"
ruisseau qui s'écoule des étangs et de la fontaine de Saint-Léon, arrose Thennelieres, la ferme de l'Étang-Mercier, Belley, traverse le marais d'Argentole et se jette dans la Seine, par la rive droite, au Labourat.",
DT10-02700,"Rupt (Le),",ruisseau,Labourat,non,"
ruisseau qui s'écoule des étangs et de la fontaine de Saint-Léon, arrose Thennelieres, la ferme de l'Étang-Mercier, Belley, traverse le marais d'Argentole et se jette dans la Seine, par la rive droite, au Labourat.",
DT10-02700,"Rupt (Le),",ruisseau,marais d'Argentole,non,"
ruisseau qui s'écoule des étangs et de la fontaine de Saint-Léon, arrose Thennelieres, la ferme de l'Étang-Mercier, Belley, traverse le marais d'Argentole et se jette dans la Seine, par la rive droite, au Labourat.",
DT10-02708,"Saint-André,",,3,non,"
3e canton de Troyes.",Problème
DT10-02722,"Saint-Benoît-sur-Seine,",,1,non,"
1er canton de Troyes.",Problème
DT10-02724,"Saint-Benoît-sur-Vanne,",château et moulin,"écart de Saint-Benoît-sur-Vanne
",10335,"
château et moulin, écart de Saint-Benoît-sur-Vanne
.",
DT10-02751,"Sainte-Berthe,",,"prieuré de Saint-Remy-sous-Barbuise
",10361,"
prieuré de Saint-Remy-sous-Barbuise
, dépendant de l'abbaye de Hautvilliers.",
DT10-02753,"Sainte-Catherine,",ancienne chapelle,sur la colline qui sépare Thennelières de Laubressel,10375/10190,"
ancienne chapelle de l'abbaye de la Rivour, remplacée par un vendangeoir au service de l'abbaye, sur la colline qui sépare Thennelières de Laubressel ; le tout est aujourd'hui détruit.",
DT10-02756,"Sainte-Élisabeth (Ruisseau de),",affluent,"
Soligny
",10370,"
affluent de l'Orvin, au N.-E. de 
Soligny
.",
DT10-02763,"Sainte-Jule,",chapelle,"
Saint-Martin-ès-Vignes
",10387,"
chapelle fondée vers 1600 à 
Saint-Martin-ès-Vignes
, faubourg de Troyes, et sur l'emplacement de l'ancienne église de Saint-Martin, démolie en 1590 et occupant tout le N. de la rue Sainte-Jule ; elle était détruite avant 1830 et avait remplacé une autre chapelle voisine existant au 
xii
e siècle.",
DT10-02763,"Sainte-Jule,",chapelle,faubourg de Troyes,10387,"
chapelle fondée vers 1600 à 
Saint-Martin-ès-Vignes
, faubourg de Troyes, et sur l'emplacement de l'ancienne église de Saint-Martin, démolie en 1590 et occupant tout le N. de la rue Sainte-Jule ; elle était détruite avant 1830 et avait remplacé une autre chapelle voisine existant au 
xii
e siècle.",
