Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-02956,Mécanique,ferme,"
            Saint-Germain-sur-Bresle
         ",80703,"
         ferme dép. de 
            Saint-Germain-sur-Bresle
         .",,
DT80-03219,"Montroy,",ferme,"
            Saint-Germain-sur-Bresle
         ",80703,"
         ferme dép. de 
            Saint-Germain-sur-Bresle
         .",,
DT80-02772,"Maison-Normand-Dumase,",habitation isolée,"
            Saint-Germain-sur-Bresle
         ",80703,"
         habitation isolée dép. de 
            Saint-Germain-sur-Bresle
         , vers Coppegueulle.",,
DT80-00768,"Bretizel,",hameau,"
            Saint-Germain-sur-Bresle
         ",80703,"
         hameau dép. de 
            Saint-Germain-sur-Bresle
         , 72 habitants.",,
DT80-01340,"Cortinel,",,"
            Saint-Germain-sur-Bresle
         ",80703,"dép. de 
            Saint-Germain-sur-Bresle
         .",,
DT80-01185,"Chaussée Brunehaut,",fief,"
            Saint-Mard-en-Chaussée
         ",,"
         fief sis à 
            Saint-Mard-en-Chaussée
         . — Daire.",,
DT80-05093,"Saint-Riquier,",lieu,"
            Saint-Mauguille
         ",80716,"
         lieu dans la vallée allant de 
            Saint-Mauguille
          à BUIGNY-L'ABBE.",,
DT80-00387,"Belle-Perche,",fief,"
            Saint-Maulvis
         ",80709,"
         fief séant à 
            Saint-Maulvis
         .",,
DT80-01137,"Chapelle de M. Vacossin,",,"
            Saint-Maulvis
         ",80709,"dép. de 
            Saint-Maulvis
         .",,
DT80-00894,"Café des Allouettes,",habitation isolée,"
            Saint-Maurice-lès-Amiens
         ",80021,"
         habitation isolée dép. de 
            Saint-Maurice-lès-Amiens
         .",,
DT80-02551,"Ile sainte Arragone,",habitation isolée,"
            Saint-Maurice-lès-Amiens
         ",80021,"
         habitation isolée, dép. de 
            Saint-Maurice-lès-Amiens
         .",,
DT80-00613,Bosquet,bois,"
            Saint-Maxent
         ",80710,"
         bois dép. de 
            Saint-Maxent
         .",,
DT80-04023,Remise au-dessus du Val,bois,"
            Saint-Maxent
         ",80710,"
         bois dép. de 
            Saint-Maxent
         .",,
DT80-03863,Pré Féron,écart,"
            Saint-Maxent
         ",80710,"
         écart dép. de 
            Saint-Maxent
         .",,
DT80-02248,"Gribauval,",fief,"
            Saint-Maxent
         ",80710,"
         fief sis à 
            Saint-Maxent
         .",,
DT80-03082,"Monceaux,",fief,"
            Saint-Maxent
         ",80710,"
         fief sis à 
            Saint-Maxent
         .",,
DT80-03091,"Monchy,",fief,"
            Saint-Maxent
         ",80710,"
         fief sis à 
            Saint-Maxent
         .",,
DT80-03747,Poivre,fief,"
            Saint-Maxent
         ",80710,"
         fief sis à 
            Saint-Maxent
         .",,
DT80-03719,"Plaisance,","habitation isolée, fief","
            Saint-Maxent
         ",80710,"
         habitation isolée, fief sis à 
            Saint-Maxent
         . Détruit.",,
DT80-01030,"Caserne de St.-Maxent,",,"
            Saint-Maxent
         ",80710,"dép. de 
            Saint-Maxent
         .",,
DT80-00317,"Beaufort,",fief,"
            Saint-Ouen
         ",80711,"
         fief sis à 
            Saint-Ouen
         .",,
DT80-01931,"Fontaine, (la),",fief,"
            Saint-Ouen
         ",80711,"
         fief sis à 
            Saint-Ouen
         .",,
DT80-04184,"Roquemont,",fief,"
            Saint-Ouen
         ",80711,"
         fief sis à 
            Saint-Ouen
         .",,
DT80-04072,Rigole,petit cours d’eau,"
            Saint-Ouen
         ",80711,"
         petit cours d’eau qui passe à 
            Saint-Ouen
          et se perd dans la Nièvre.",,
DT80-02453,Hermitage,calvaire,"
            Saint-Pierre-Divion
         ",80753,"dép. de 
            Saint-Pierre-Divion
         .",,
DT80-01385,Couture malheureuse,fief,"
            Saint-Taurin
         ",80263,"
         fief sis à 
            Saint-Taurin
         .",,
DT80-04571,"S. Pierre,",chapelle,"
            Saint-Valery
         ",80721,"
         chapelle dép. de 
            Saint-Valery
         .",,
DT80-04618,"S. Valery,",chapelle,"
            Saint-Valery
         ",80721,"
         chapelle dép. de 
            Saint-Valery
         .",,
DT80-03077,Mollinet,cours d’eau,"
            Saint-Valery
         ",80721,"
         cours d’eau passant à 
            Saint-Valery
         .",,
DT80-02121,Garenne,ferme,"
            Saint-Valery
         ",80721,"
         ferme dép. de 
            Saint-Valery
         .",,
DT80-03066,Mollenel,ferme,"
            Saint-Valery
         ",80721,"
         ferme dép. de 
            Saint-Valery
         .",,
DT80-03149,"Mont de la Chapelle,",ferme,"
            Saint-Valery
         ",80721,"
         ferme dép. de 
            Saint-Valery
         . 4 habitants.",,
DT80-00988,"Cap-Hornu,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 12 habitants.",,
DT80-04205,"Rossigny,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 13 habitants.",,
DT80-01097,Chantier,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 159 habitants.",,
DT80-04053,"Ribeauville,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 197 habitants.",,
DT80-02152,"Giomer,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 2 habitants.",,
DT80-00008,Abbaye,habitation isolée,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 420 habitants.",,
DT80-01418,"Croix-l’Abbé,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 558 habitants.",,
DT80-01832,Ferté-lès-St.-Valery,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , 974 habitants.",,
DT80-03220,"Mont-saint,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         , mont sur lequel est bâtie la Chapelle de Saint-Valery dite des Marins.",,
DT80-01104,Chapelle,chapelle,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-01324,"Corps-de-garde de Mollenelle,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-01336,Corps-de-garde,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-02113,Gare,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-04333,Sablière,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-04783,Soleil levant,,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         .",,
DT80-03160,"Mont-du-Calvaire,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         . 8 habitants.",,
DT80-03140,"Mont-Blanc,",,"
            Saint-Valery
         ",80721,"dép. de 
            Saint-Valery
         . 9 habitants.",,
DT80-04120,Rivière des Evoissons.,Rivière,"
            Sarcus
         ",60604,"
         Rivière qui prend sa source à 
            Sarcus
          (Oise), passe à AGNIERES, où des sources intermittentes en augmentent le volume, à Saint-Martin-le-Pauvre, à MEREAUCOURT, à CONTRE, à EQUENNES, à ERAMECOURT, à SAINT-ROMAIN, à GUIZANCOURT, à BERGICOURT, se bifurque au-dessus de Famechon, une branche passe à FAMECHON, l’autre continue et se réunit à la rivière de Poix au dessous de Uzenneville, pour de là se perdre dans la Selle après un parcours de 13 kil.",,
DT80-04295,Ruisseau de Sarcus.,petit cours d’eau,"
            Sarcus
         ",60604,"Ce petit cours d’eau qui vient des environs de 
            Sarcus
          (Oise), se jette, après une course de 7 k., dans la rivière des Evoissons, au-dessus d’Eramecourt.",,
DT80-00529,"Blottefière,",fief,"
            Saucourt
         ",80597,"
         fief sis à 
            Saucourt
         .",,
DT80-00543,"Boinville,",fief,"
            Saucourt
         ",80597,"
         fief sis à 
            Saucourt
         .",,
DT80-05368,"Yonval,",fief,"
            Saucourt
         ",80597,"
         fief sis à 
            Saucourt
         .",,
DT80-02598,"Langle,",fief,"
            Saucourt
         ",80597,"
         fief sis à 
            Saucourt
         . — Dom Grenier.",,
DT80-01558,"Ecce Homo,",calvaire,"
            Saulchoy
         ",80198,"dép. de 
            Saulchoy
         .",,
DT80-04526,"S. Michel,",chapelle,"
            Saulcourt
         ",non,"
         chapelle sise à 
            Saulcourt
         , dép. de GUYENCOURT-SAULCOURT.",,
DT80-03078,"Molot,",fief,"
            Sauvillers
         ",80729,"
         fief sis à 
            Sauvillers
         .",,
DT80-03723,"Plainquet,",fief,"
            Sauvillers
         ",80729,"
         fief sis à 
            Sauvillers
         .",,
DT80-04232,Routises,fief,"
            Sauvillers
         ",80729,"
         fief sis à 
            Sauvillers
         .",,
DT80-02753,"Maison-Dauphin,",habitation isolée,"
            Sauvillers
         ",80729,"
         habitation isolée dép. de 
            Sauvillers
         .",,
DT80-03096,"Mongival,",,"
            Sauvillers
         ",80729,"dép. de 
            Sauvillers
         .",,
DT80-00989,"Caplais,",fief,"
            Sery
         ",80126,"
         fief sis à 
            Sery
         .",,
DT80-02507,"Hottigneau,",fief,"
            Sery
         ",80126,"
         fief sis à 
            Sery
         .",,
DT80-00009,"Abbaye-au-Bois,",,"
            Sery
         ",80126,"dép. de 
            Sery
         . — Lieu détruit.",,
DT80-00594,"Bornes de Renaugard,",bornes,"
            Somme
         ",non,"
         bornes placées dans la 
            Somme
          pour servir 140de limites aux pêcheries de l’abbaye du Gard et des seigneurs de Picquigny.",,
DT80-02158,"Godren,",point,"
            Somme
         ",non,"
         point de la 
            Somme
          à l’embouchure de la Selle.",,
DT80-00950,Canal d’Heilly.,canal,"
            Somme
         ",non,"Ce canal fut entrepris en 1749 pour joindre Heilly à la 
            Somme
         .",,
DT80-04788,Sommette,Petit affluent,"
            Sommette
         ",2726,"
         Petit affluent qui, venant de 
            Sommette
         , village du dép. de l’Aisne, vient se perdre à HAM dans la Somme.",,
DT80-03663,"Petit-Sorel,",hameau,"
            Sorel-en-Vermandois
         ",80737,"
         hameau dép. de 
            Sorel-en-Vermandois
         , 51 habitants.",,
DT80-00697,Boure,ferme,"
            St-Firmin
         ",80228,"
         ferme, dép. de 
            St-Firmin
         .",Saint-Firmin,
DT80-02510,"Houdencourt,",fief,"
            St-Riquier
         ",80716,"
         fief sis à 
            St-Riquier
         .",Saint-Riquier,
DT80-01694,Etang,,"
            Ste.-Radegonde
         ",80620,"dép. de 
            Ste.-Radegonde
         .",Sainte-Radegonde,
DT80-01129,"Chapelle de l’Immaculée Conception,",,"
            Ste.-Segrée
         ",80719,"dép. de 
            Ste.-Segrée
         .",Sainte-Segrée,
DT80-00496,"Billon,",ferme,"
            Suzame
         ",80743,"
         ferme dép. de 
            Suzame
         .",Suzanne,
DT80-04297,Ruisseau de Tilloy-les-Conty.,petit ruisseau,"
            Tilloy
         ",80761,"Ce petit ruisseau partant de 
            Tilloy
         , se jette dans la Selle.",,
DT80-04907,"Tincourt-le-Petit,",,"
            Tincourt
         ",80762,"dép. de 
            Tincourt
         .",,
DT80-00919,"Camp de César,",,"
            Tirancourt
         ",80187,"dép. de 
            Tirancourt
         .",,
DT80-04024,"Remise Blanche,",bois,"
            Tours-en-Vimeu
         ",80765,"
         bois dép. de 
            Tours-en-Vimeu
         .",,
DT80-04027,"Remise Chiffon,",bois,"
            Tours-en-Vimeu
         ",80765,"
         bois dép. de 
            Tours-en-Vimeu
         .",,
DT80-03011,Mesnil-les-Tours,fief,"
            Tours-en-Vimeu
         ",80765,"
         fief sis à 
            Tours-en-Vimeu
         .",,
DT80-01559,"Ecce Homo,",calvaire,"
            Tours-en-Vimeu
         ",80765,"dép. de 
            Tours-en-Vimeu
         .",,
DT80-03908,"Pullemont,",fief,"
            Tronville
         ",80107,"
         fief sis à 
            Tronville
         .",,
DT80-04065,"Rieu d’Oissel,",ruisseau,"
            Tronville
         ",80107,"
         ruisseau qui va de 
            Tronville
          à la Somme.",,
DT80-04919,Tombe,lieu dit,"
            Ugny
         ",80771,"
         lieu dit à 
            Ugny
         .",,
DT80-04771,"Seuremont,",fief,"
            Vacquerie
         ",80086,"
         fief sis à 
            Vacquerie
         .",,
DT80-03678,"Petites-Vacqueries,",,"
            Vacquerie
         ",80086,"dép. de 
            Vacquerie
         .",,
DT80-04442,"S. Hubert,",chapelle,"
            Val-au-Puits
         ",non,"
         chapelle sise à 
            Val-au-Puits
         , dép. de VERGIES.",,
DT80-03384,"Notre-Dame-Auxiliatrice,",chapelle,"
            Valdemaison
         ",80746,"
         chapelle sise à 
            Valdemaison
         .",,
DT80-04898,"Tilloloy,",terre,"
            Valheureux
         ",80168,"
         terre dép. de 
            Valheureux
         .",,
DT80-04904,"Tilloy,",ferme,"
            Valloires
         ",80025,"
         ferme dép. de 
            Valloires
         .",,
DT80-01985,Fossé de la Varenne.,Fossé,"
            Varenne
         ",non,"
         Fossé qui allait de la 
            Varenne
         , dépendance de Longueau, aux marais de Camon.",,
DT80-04298,"Ruisseau de Vauchelles-lès-Domart,",,"
            Vauchelles
         ",80778,"vient de 
            Vauchelles
         , passe à MOUFLERS, à BOUCHON, et se perd dans la Somme à l’ETOILE.",,
DT80-01188,"Chaussée Brunehaut,",voie romaine,"
            Vermand
         ",2785,"
         voie romaine allant de 
            Vermand
          à Amiens.",,
DT80-05186,"Viammeville-le-petit,",partie,"
            Viammeville
         ",80809,"
         partie de 
            Viammeville
         .",,
